time,shunt_voltage,voltage,temperature,current,seconds_combined,temperature_uncorr
2023-08-07 11:11:20.931,2.1237007,0.3151317,,0.0450613463868395,3378.927,311.0000044885003
2023-08-07 11:11:22.080,2.1236789,0.31513496,,0.0450608838276139,3380.076,311.00561418631173
2023-08-07 11:11:23.214,2.1237333,0.3151393,,0.0450620381038466,3381.21,311.00239048053373
2023-08-07 11:11:24.351,2.1237115,0.31513822,,0.045061575544621,3382.347,311.0042516570586
2023-08-07 11:11:25.475,2.1237007,0.31513387,,0.0450613463868395,3383.471,311.00187872786523
2023-08-07 11:11:26.613,2.1237115,0.31514474,,0.045061575544621,3384.609,311.0098829835632
2023-08-07 11:11:27.748,2.1237007,0.3151393,,0.0450613463868395,3385.744,311.0065686448015
2023-08-07 11:11:28.869,2.1237224,0.3151393,,0.0450618068242338,3386.865,311.0037874598335
2023-08-07 11:11:29.991,2.1237007,0.31514365,,0.0450613463868395,3387.987,311.0103257605791
2023-08-07 11:11:31.119,2.1237007,0.31513822,,0.0450613463868395,3389.115,311.0056358436429
2023-08-07 11:11:32.250,2.1237007,0.3151393,,0.0450613463868395,3390.246,311.0065686448015
2023-08-07 11:11:33.384,2.1237007,0.31514582,,0.0450613463868395,3391.38,311.01219999994413
2023-08-07 11:11:34.535,2.1236898,0.31514039,,0.0450611151072267,3392.531,311.008907110029
2023-08-07 11:11:35.661,2.1237115,0.3151393,,0.045061575544621,3393.657,311.0051844534734
2023-08-07 11:11:36.785,2.1237115,0.31514256,,0.045061575544621,3394.781,311.0080001167258
2023-08-07 11:11:37.913,2.1237007,0.31513822,,0.0450613463868395,3395.909,311.0056358436429
2023-08-07 11:11:39.038,2.1236898,0.31513822,,0.0450611151072267,3397.034,311.0070328610444
2023-08-07 11:11:40.172,2.1237115,0.31514039,,0.045061575544621,3398.168,311.00612588689216
2023-08-07 11:11:41.294,2.1236898,0.31514365,,0.0450611151072267,3399.29,311.011722802052
2023-08-07 11:11:42.428,2.1236789,0.31513822,,0.0450608838276139,3400.424,311.0084298927866
2023-08-07 11:11:43.568,2.1236681,0.31514148,,0.0450606546698324,3401.564,311.012629842662
2023-08-07 11:11:44.698,2.1236789,0.31514256,,0.0450608838276139,3402.694,311.01217840999533
2023-08-07 11:11:45.827,2.1236898,0.31514582,,0.0450611151072267,3403.823,311.0135970510366
2023-08-07 11:11:46.962,2.1236898,0.31514365,,0.0450611151072267,3404.958,311.011722802052
2023-08-07 11:11:48.083,2.1236898,0.31514691,,0.0450611151072267,3406.079,311.01453849407494
2023-08-07 11:11:49.204,2.1236898,0.31514474,,0.0450611151072267,3407.2,311.01266424509026
2023-08-07 11:11:50.330,2.1236789,0.31514691,,0.0450608838276139,3408.326,311.0159355643405
2023-08-07 11:11:51.450,2.1236681,0.31514908,,0.0450606546698324,3409.446,311.0191940997282
2023-08-07 11:11:52.572,2.1236898,0.31514365,,0.0450611151072267,3410.568,311.011722802052
2023-08-07 11:11:53.695,2.1237007,0.31514582,,0.0450613463868395,3411.691,311.01219999994413
2023-08-07 11:11:54.821,2.1236789,0.31514474,,0.0450608838276139,3412.817,311.0140613057361
2023-08-07 11:11:55.953,2.1237007,0.31514582,,0.0450613463868395,3413.949,311.01219999994413
2023-08-07 11:11:57.085,2.1236898,0.31514691,,0.0450611151072267,3415.081,311.01453849407494
2023-08-07 11:11:58.205,2.1236681,0.31514582,,0.0450606546698324,3416.201,311.01637837893406
