time,sample_holder_res,exhaust_res,ths_voltage,ths_current,shunt_voltage,none
2023-10-13 13:03:58-13:00,1001.23976,9.900000000000001e+37,0.0222719508,-0.00448182274,0.173898824,
2023-10-13 13:04:00-13:00,1001.25377,9.900000000000001e+37,0.0222707152,-0.00448152222,0.173950709,
2023-10-13 13:04:01-13:00,1001.25407,9.900000000000001e+37,0.022263784,-0.00448122171,0.173946788,
2023-10-13 13:04:03-13:00,1001.23201,9.900000000000001e+37,0.0222681235,-0.00448392631,0.173882836,
2023-10-13 13:04:05-13:00,1001.24453,9.900000000000001e+37,0.0222728549,-0.00448422682,0.173893394,
2023-10-13 13:04:07-13:00,1001.24841,9.900000000000001e+37,0.0222713179,-0.00448572938,0.173902142,
2023-10-13 13:04:08-13:00,1001.24364,9.900000000000001e+37,0.0222672496,-0.00448422682,0.173904857,
2023-10-13 13:04:10-13:00,1001.24632,9.900000000000001e+37,0.0222651702,-0.0044863304,0.173903349,
2023-10-13 13:04:12-13:00,1001.23082,9.900000000000001e+37,0.0222678523,-0.00448963602,0.173908779,
2023-10-13 13:04:14-13:00,1001.24274,9.900000000000001e+37,0.0222721015,-0.00448242376,0.173929593,
2023-10-13 13:04:15-13:00,1001.23321,9.900000000000001e+37,0.0222766218,-0.00447911814,0.173917527,
2023-10-13 13:04:17-13:00,1001.23142,9.900000000000001e+37,0.0222752958,-0.00447671405,0.173953123,
2023-10-13 13:04:19-13:00,1001.2341,9.900000000000001e+37,0.0222671893,-0.00448542887,0.17394528,
2023-10-13 13:04:21-13:00,1001.22903,9.900000000000001e+37,0.0222710166,-0.00448122171,0.173947995,
2023-10-13 13:04:22-13:00,1001.23678,9.900000000000001e+37,0.0222718604,-0.0044809212,0.173903952,
2023-10-13 13:04:24-13:00,1001.24364,9.900000000000001e+37,0.0222683044,-0.00448001967,0.173896109,
2023-10-13 13:04:26-13:00,1001.23738,9.900000000000001e+37,0.0222714987,-0.00448242376,0.173905461,
2023-10-13 13:04:28-13:00,1001.24245,9.900000000000001e+37,0.0222628799,-0.00448001967,0.173881328,
2023-10-13 13:04:30-13:00,1001.24274,9.900000000000001e+37,0.0222690276,-0.00448392631,0.173825822,
2023-10-13 13:04:31-13:00,1001.22993,9.900000000000001e+37,0.0222762301,-0.00448212325,0.17392537,
2023-10-13 13:04:33-13:00,1001.22724,9.900000000000001e+37,0.0222680633,-0.00448122171,0.173898522,
2023-10-13 13:04:35-13:00,1001.23708,9.900000000000001e+37,0.0222653812,-0.00448212325,0.173887361,
2023-10-13 13:04:37-13:00,1001.23678,9.900000000000001e+37,0.0222626087,-0.00448512836,0.17386534,
2023-10-13 13:04:38-13:00,1001.23797,9.900000000000001e+37,0.0222677619,-0.00448452733,0.173856592,
